"","first_author","original_title","average_rating","ratings_count","ratings_1","ratings_5","genres","pages","chick_lit","if_wom","prop_one_star","prop_five_star"
"4860","Andrew Clements","Things Not Seen",3.88,22288,367,6865,"['young-adult', 'science-fiction', 'fiction', 'fantasy', 'mystery', 'romance']",256,"no","yes",0.0164662598707825,0.30801328068916
"4861","Frank E. Peretti","House",3.6,19793,1187,5553,"['horror', 'fiction', 'christian', 'thriller', 'mystery', 'fantasy', 'suspense']",368,"no","no",0.0599706967109584,0.280553731117062
"4862","Clive Cussler","Raise the Titanic!",3.96,20592,147,6470,"['fiction', 'thriller', 'mystery', 'suspense', 'historical-fiction']",545,"no","no",0.00713869463869464,0.314199689199689
"4863","Eoin Colfer","The Supernaturalist",3.85,24352,277,6991,"['fantasy', 'young-adult', 'science-fiction', 'fiction', 'paranormal']",267,"no","no",0.0113748357424442,0.287081143232589
"4864","Dr. Seuss","Yertle the Turtle (Classic Seuss)",4.13,26496,393,12057,"['fiction', 'classics', 'poetry', 'fantasy']",96,"no","no",0.0148324275362319,0.45504981884058
"4865","Camron Wright","",4.23,18974,151,8260,"['fiction', 'historical-fiction', 'contemporary']",304,"no","no",0.00795825866975862,0.435332560345736
"4866","Rohinton Mistry","Family Matters",3.99,17802,141,5394,"['fiction', 'contemporary']",500,"no","no",0.00792045837546343,0.302999662959218
"4867","Penelope Douglas","Until You",4.36,30100,231,16148,"['romance', 'contemporary', 'young-adult']",406,"no","yes",0.00767441860465116,0.536478405315615
"4868","Dee Lestari","Perahu Kertas",3.94,14456,237,4780,"['romance', 'fiction', 'young-adult', 'contemporary', 'chick-lit']",456,"yes","yes",0.0163945766463752,0.330658550083011
"4869","Gordon Korman","Schooled",3.82,21681,588,6494,"['young-adult', 'fiction', 'contemporary']",208,"no","no",0.0271205202712052,0.299524929661916
"4870","Dallas Hartwig","It Starts with Food: Discover the Whole30 and Change Your Life in Unexpected Ways",4.09,17510,407,7132,"['nonfiction', 'cookbooks', 'self-help']",320,"no","no",0.0232438606510565,0.407310108509423
"4871","Ted Kerasote","Merle's Door: Lessons from a Freethinking Dog",4.18,16261,287,7763,"['nonfiction', 'memoir', 'biography']",398,"no","no",0.0176495910460611,0.477399913904434
"4872","Gary Paulsen","Brian's Winter",3.98,19542,281,6748,"['fiction', 'young-adult', 'classics']",144,"no","no",0.0143792856411831,0.345307542728482
"4873","J. Lynn","Be with Me",4.15,34513,273,14014,"['romance', 'contemporary', 'young-adult', 'fiction', 'chick-lit']",365,"yes","yes",0.00791006287485875,0.406049894242749
"4874","Louisa May Alcott","Jo's Boys, and How They Turned Out: A Sequel to ""Little Men""",3.8,26465,306,7127,"['classics', 'fiction', 'young-adult', 'historical-fiction', 'romance']",268,"no","yes",0.0115624409597582,0.269299074249008
"4875","Charles Bukowski","Notes of a Dirty Old Man",3.99,16858,211,5566,"['fiction', 'poetry', 'classics']",204,"no","no",0.0125163127298612,0.330169652390556
"4876","Jussi Adler-Olsen","Fasandræberne",3.85,20717,270,4999,"['mystery', 'crime', 'thriller', 'fiction']",406,"no","no",0.0130327750156876,0.241299415938601
"4877","Susan Cooper","Greenwitch",4,23531,201,8080,"['fantasy', 'young-adult', 'fiction', 'classics']",147,"no","no",0.00854192342016914,0.343376822064511
"4878","Robert Kirkman","The Walking Dead, Vol. 5: The Best Defense",4.3,20413,92,9855,"['graphic-novels', 'comics', 'horror', 'fiction']",136,"no","no",0.00450693185714986,0.482780581002302
"4879","Elizabeth Chandler","",4.08,24037,639,11065,"['young-adult', 'romance', 'fantasy', 'paranormal', 'mystery', 'fiction']",690,"no","yes",0.0265840163081915,0.460331988184882
"4880","Abbi Glines","Take a Chance (Chance, #1)",4.15,32160,368,13501,"['romance', 'contemporary', 'young-adult', 'chick-lit']",234,"yes","yes",0.0114427860696517,0.419807213930348
"4881","Daniel Silva","Portrait of a Spy",4.24,19563,97,8462,"['fiction', 'thriller', 'mystery', 'suspense', 'art']",448,"no","no",0.00495833972294638,0.432551244696621
"4882","Kate Atkinson","One Good Turn",3.79,22415,236,4721,"['mystery', 'fiction', 'crime', 'thriller', 'contemporary']",418,"no","no",0.0105286638411778,0.210617889805934
"4883","Clive Barker","Abarat",4.08,22343,385,9077,"['fantasy', 'young-adult', 'fiction', 'horror']",393,"no","no",0.0172313476256546,0.406256993241731
"4884","Arthur C. Clarke","2061: Odyssey Three",3.52,20272,308,3289,"['science-fiction', 'fiction', 'classics', 'fantasy']",302,"no","no",0.0151933701657459,0.162243488555643
"4885","Richard Paul Evans","The Walk",4.12,17509,275,7338,"['fiction', 'christian', 'contemporary', 'romance']",289,"no","yes",0.0157062082357645,0.41909874921469
"4886","Claudia Gray","Afterlife",3.8,24924,848,8444,"['young-adult', 'paranormal', 'fantasy', 'romance', 'fiction']",360,"no","yes",0.0340234312309421,0.338789921360937
"4887","Nick Hornby","Slam",3.27,20196,728,2005,"['fiction', 'young-adult', 'contemporary']",309,"no","no",0.0360467419290949,0.0992770845712022
"4888","Robin LaFevers","Dark Triumph (His Fair Assassin, #2)",4.15,30080,377,12269,"['fantasy', 'young-adult', 'historical-fiction', 'romance', 'fiction', 'paranormal']",387,"no","yes",0.0125332446808511,0.407878989361702
"4889","Kwame Alexander","The Crossover",4.22,22935,701,11356,"['poetry', 'young-adult', 'sports', 'fiction', 'contemporary']",245,"no","no",0.0305646391977327,0.49513843470678
"4890","Andrea Hirata","Edensor",4.06,12259,115,4538,"['fiction', 'romance', 'travel', 'young-adult']",288,"no","yes",0.00938086303939963,0.370177012806917
"4891","Alan Hollinghurst","The Line of Beauty",3.7,17760,790,4751,"['fiction', 'contemporary', 'historical-fiction']",438,"no","no",0.044481981981982,0.267511261261261
"4892","Susanna Kearsley","The Rose Garden",4.01,22807,203,7349,"['historical-fiction', 'romance', 'fiction', 'fantasy', 'paranormal', 'contemporary', 'mystery']",476,"no","yes",0.00890077607752006,0.322225632481256
"4893","Frank E. Peretti","Monster",3.8,18394,511,5822,"['fiction', 'christian', 'horror', 'thriller', 'mystery', 'suspense', 'fantasy', 'science-fiction']",452,"no","no",0.0277807980863325,0.316516255300642
"4894","Daniel Silva","The English Assassin",4.12,20653,93,7062,"['fiction', 'thriller', 'mystery', 'crime', 'suspense']",437,"no","no",0.00450297777562582,0.34193579625236
"4895","Peter F. Drucker","The Effective Executive: The Definitive Guide to Getting the Right Things Done (Harperbusiness Essentials)",4.11,17223,318,7349,"['business', 'nonfiction', 'self-help', 'psychology']",208,"no","no",0.0184636822853161,0.426696858851536
"4896","Kieron Gillen","The Wicked + The Divine, Vol. 1: The Faust Act",3.9,26372,916,8912,"['graphic-novels', 'comics', 'fantasy', 'fiction']",176,"no","no",0.0347338085848627,0.337934172607311
"4897","Esther Hicks","The Law of Attraction: The Basics of the Teachings of Abraham",4.15,14176,320,6731,"['self-help', 'spirituality', 'nonfiction', 'psychology', 'philosophy']",205,"no","no",0.0225733634311512,0.474816591422122
"4898","Alexandra Bracken","In The Afterlight",4.36,28011,186,15206,"['young-adult', 'fantasy', 'science-fiction', 'romance', 'paranormal', 'fiction']",535,"no","yes",0.00664024847381386,0.542858162864589
"4899","Aimee Carter","Goddess Interrupted",4.02,27356,571,11003,"['young-adult', 'fantasy', 'romance', 'paranormal', 'fiction']",305,"no","yes",0.0208729346395672,0.402215236145635
"4900","Holly Black","Lucinda’s Secret",3.87,26401,244,7804,"['fantasy', 'fiction', 'young-adult']",114,"no","no",0.00924207416385743,0.295594863830915
"4901","Tetsuko Kuroyanagi","窓ぎわのトットちゃん",4.3,16214,200,8251,"['nonfiction', 'biography', 'memoir', 'classics']",232,"no","no",0.0123350191192796,0.508881213765881
"4902","Roger Lowenstein","When Genius Failed: The Rise and Fall of Long-Term Capital Management",4.16,16476,183,6657,"['business', 'nonfiction', 'history', 'biography']",264,"no","no",0.0111070648215586,0.404042243262928
"4903","Natalie Goldberg","Writing Down the Bones: Freeing the Writer Within",4.17,20838,207,9170,"['nonfiction', 'self-help', 'memoir', 'poetry', 'art', 'spirituality']",312,"no","no",0.00993377483443709,0.440061426240522
"4904","Darren Shan","Hunters of the Dusk (Cirque Du Freak, #7)",4.17,21033,120,9347,"['fantasy', 'young-adult', 'horror', 'paranormal', 'fiction']",208,"no","no",0.00570532021109685,0.444396900109352
"4905","Tad Williams","City of Golden Shadow",3.9,20816,537,6829,"['fantasy', 'science-fiction', 'fiction']",780,"no","no",0.0257974634896234,0.328064950038432
"4906","Charlaine Harris","An Ice Cold Grave",3.95,28828,186,8722,"['mystery', 'paranormal', 'fantasy', 'fiction', 'romance', 'crime']",280,"no","yes",0.00645206049673928,0.30255307340086
"4907","Katherine Paterson","Jacob Have I Loved",3.64,26710,1066,6592,"['young-adult', 'fiction', 'historical-fiction', 'classics']",244,"no","no",0.0399101460127293,0.246798951703482
"4908","James Patterson","The Postcard Killers",3.78,21176,360,5437,"['mystery', 'fiction', 'thriller', 'crime', 'suspense']",420,"no","no",0.017000377786173,0.256752927842841
"4909","Julietta Suzuki","神様はじめました 1",4.38,20727,352,12625,"['manga', 'fantasy', 'romance', 'graphic-novels', 'paranormal', 'young-adult', 'comics']",200,"no","yes",0.0169826795966614,0.609108891783664
"4910","Colleen Hoover","Maybe Not",4.14,27105,310,11340,"['romance', 'contemporary', 'fiction', 'young-adult']",161,"no","yes",0.0114370042427596,0.418372993912562
"4911","D.J. MacHale","Black Water",4.16,20300,181,8723,"['fantasy', 'young-adult', 'fiction', 'science-fiction']",427,"no","no",0.00891625615763547,0.429704433497537
"4912","Agatha Christie","Five Little Pigs",3.95,24748,113,7201,"['mystery', 'fiction', 'crime', 'classics', 'thriller']",224,"no","no",0.00456602553741717,0.290973007919832
"4913","China Miéville","Embassytown",3.86,20516,515,5828,"['science-fiction', 'fiction', 'fantasy']",345,"no","no",0.0251023591343342,0.284070968999805
"4914","Arthur Conan Doyle","Sherlock Holmes: The Complete Novels and Stories, Volume I",4.45,18082,92,10479,"['classics', 'mystery', 'fiction', 'crime', 'historical-fiction']",1059,"no","no",0.0050879327508019,0.579526601039708
"4915","Dorothy L. Sayers","Strong Poison",4.14,20858,224,8341,"['mystery', 'fiction', 'crime', 'classics', 'historical-fiction']",240,"no","no",0.0107392846869307,0.399894524882539
"4916","Gary Larson","The Far Side Gallery",4.42,20119,110,11579,"['comics', 'graphic-novels', 'fiction']",192,"no","no",0.00546746856205577,0.575525622545852
"4917","Julie Kagawa","The Eternity Cure",4.26,29341,438,14746,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction']",434,"no","yes",0.0149279165672608,0.502573191097781
"4918","J.D. Robb","Holiday in Death",4.31,27473,54,13162,"['mystery', 'romance', 'crime', 'fiction', 'suspense', 'science-fiction', 'thriller']",308,"no","yes",0.00196556619226149,0.479088559676774
"4919","Tarryn Fisher","Thief",4.4,28779,340,16939,"['romance', 'contemporary', 'chick-lit', 'fiction']",273,"yes","yes",0.0118141700545537,0.58858890162966
"4920","Aron Ralston","Between a Rock and a Hard Place",3.82,17038,405,4739,"['nonfiction', 'biography', 'memoir', 'travel', 'sports']",368,"no","no",0.0237703955863364,0.278142974527527
"4921","David Gemmell","Legend ",4.25,20520,198,10037,"['fantasy', 'fiction']",345,"no","no",0.00964912280701754,0.489132553606238
"4922","Sheila Turnage","",4.01,18300,524,7059,"['mystery', 'fiction', 'young-adult']",312,"no","no",0.0286338797814208,0.385737704918033
"4923","Meg Cabot","Every Boy's Got One (Boy, #3)",3.77,21653,477,6061,"['chick-lit', 'romance', 'fiction', 'contemporary', 'young-adult']",328,"yes","yes",0.0220292800073893,0.279915023322403
"4924","Ann Rule","Small Sacrifices: A True Story of Passion and Murder",4.2,18261,112,7971,"['nonfiction', 'crime', 'mystery', 'biography', 'history', 'thriller', 'horror']",496,"no","no",0.00613328952412245,0.43650402497125
"4925","Chris Bohjalian","",3.68,18581,418,3392,"['fiction', 'mystery', 'thriller', 'suspense', 'contemporary', 'crime']",336,"no","no",0.022496098164792,0.182552069318121
"4926","Avery Monsen","All My Friends Are Dead",4.24,20096,236,9898,"['fiction', 'graphic-novels', 'comics']",96,"no","no",0.0117436305732484,0.492535828025478
"4927","Matthew Reilly","The Six Sacred Stones",4.16,18401,231,8034,"['thriller', 'fiction', 'mystery', 'fantasy', 'suspense', 'historical-fiction', 'science-fiction']",506,"no","no",0.0125536655616543,0.436606706157274
"4928","Nora Roberts","Rising Tides (Chesapeake Bay Saga #2)",4.16,25313,68,10420,"['romance', 'contemporary', 'fiction', 'chick-lit', 'mystery']",330,"yes","yes",0.00268636668905306,0.411646189704895
"4929","Tite Kubo","Bleach―ブリーチ― 15",4.41,17168,179,10558,"['manga', 'fantasy', 'graphic-novels', 'comics', 'paranormal', 'fiction']",192,"no","no",0.0104263746505126,0.614981360671016
"4930","Johnny Cash","Cash: The Autobiography of Johnny Cash",4.08,15993,243,6215,"['music', 'biography', 'nonfiction', 'memoir', 'history']",310,"no","no",0.0151941474395048,0.388607515788157
"4931","Sidney Sheldon","A Stranger in the Mirror",3.61,16639,430,3561,"['fiction', 'thriller', 'mystery', 'romance', 'suspense', 'crime', 'contemporary']",352,"no","yes",0.0258428992126931,0.214015265340465
"4932","Carl Hiaasen","Flush",3.86,21766,306,6101,"['young-adult', 'fiction', 'mystery', 'contemporary']",263,"no","no",0.0140586235413029,0.280299549756501
"4933","Isak Dinesen","Out of Africa",3.96,24185,405,8212,"['nonfiction', 'classics', 'memoir', 'biography', 'travel', 'history']",399,"no","no",0.0167459168906347,0.339549307421956
"4934","Nassim Nicholas Taleb","Antifragile: Things That Gain from Disorder",4.04,18506,705,8055,"['nonfiction', 'philosophy', 'business', 'psychology', 'science', 'self-help']",426,"no","no",0.0380957527288447,0.435264238625311
"4935","Molly McAdams","",4.13,26167,761,12065,"['romance', 'contemporary', 'young-adult', 'chick-lit']",416,"yes","yes",0.029082432070929,0.461076928956319
"4936","Sam Harris","Free Will",3.83,16913,615,5226,"['philosophy', 'nonfiction', 'psychology', 'science', 'religion']",83,"no","no",0.0363625613433454,0.308993082244427
"4937","Marieke Nijkamp","This Is Where It Ends",3.63,27137,1281,7166,"['young-adult', 'contemporary', 'fiction', 'thriller', 'suspense']",286,"no","no",0.0472049231676309,0.264067509304639
"4938","Rachel Vincent","Stray",3.79,30462,1370,10072,"['paranormal', 'fantasy', 'romance', 'fiction']",618,"no","yes",0.0449740660495043,0.330641454927451
"4939","Brian Jacques","Mariel of Redwall",3.96,22564,108,7117,"['fantasy', 'fiction', 'young-adult']",400,"no","no",0.00478638539266088,0.315413933699699
"4940","Steven Pinker","The Blank Slate: The Modern Denial of Human Nature",4.07,16429,397,6647,"['psychology', 'science', 'nonfiction', 'philosophy']",528,"no","no",0.0241645870107736,0.404589445492726
"4941","Peter F. Hamilton","The Dreaming Void",4.18,18640,160,7527,"['science-fiction', 'fiction', 'fantasy']",630,"no","no",0.00858369098712446,0.403809012875536
"4942","Meg Cabot","Being Nikki",3.87,26565,421,8348,"['young-adult', 'romance', 'chick-lit', 'science-fiction', 'contemporary', 'fiction', 'mystery', 'fantasy']",336,"yes","yes",0.0158479201957463,0.31424807076981
"4943","William Shakespeare","The Tragedie of Antony and Cleopatra",3.67,24111,369,5373,"['classics', 'fiction', 'historical-fiction', 'romance', 'poetry']",336,"no","yes",0.015304217991788,0.222844344904815
"4944","Margaret Peterson Haddix","Among the Impostors (Shadow Children, #2)",4.05,23909,164,8595,"['young-adult', 'science-fiction', 'fiction', 'fantasy']",172,"no","no",0.00685934167050065,0.359488058889958
"4945","Christopher Pike","The Eternal Dawn",4.14,17534,549,9053,"['young-adult', 'paranormal', 'fantasy', 'fiction', 'horror', 'romance']",478,"no","yes",0.0313105965552641,0.516311166875784
"4946","Kristen Simmons","Article 5",3.78,24996,1007,7737,"['young-adult', 'romance', 'science-fiction', 'fiction', 'fantasy']",362,"no","yes",0.040286445831333,0.309529524723956
"4947","Randy Shilts","And the Band Played On: Politics, People, and the AIDS Epidemic",4.37,17953,152,9717,"['nonfiction', 'history', 'science']",656,"no","no",0.00846655155127277,0.541246588313931
"4948","Laurelin Paige","Found in You",4.27,29262,219,13768,"['romance', 'contemporary', 'fiction', 'chick-lit']",232,"yes","yes",0.00748410908345294,0.470507825849224
"4949","Lara Adrian","Midnight Rising",4.23,28662,149,12982,"['paranormal', 'romance', 'fantasy', 'fiction', 'contemporary']",356,"no","yes",0.00519852068941456,0.452934198590468
"4950","Karin Slaughter","Kisscut",4.12,22250,165,8399,"['mystery', 'thriller', 'crime', 'fiction', 'suspense', 'contemporary']",436,"no","no",0.00741573033707865,0.377483146067416
"4951","Hubert Selby Jr.","Last Exit to Brooklyn",3.94,17573,428,5865,"['fiction', 'classics', 'thriller', 'contemporary', 'crime', 'mystery']",290,"no","no",0.0243555454390258,0.33375064018665
"4952","Mario Vargas Llosa","La fiesta del chivo",4.22,17158,189,7773,"['fiction', 'historical-fiction']",475,"no","no",0.0110152698449703,0.453024828068539
"4953","Jordan Sonnenblick","Drums, Girls & Dangerous Pie",4.25,20877,300,10209,"['fiction', 'contemporary', 'young-adult', 'music']",273,"no","no",0.0143698807299899,0.489007041241558
